"Table 1: 2003 Poverty and Median Income Estimates - Counties                             Source: U.S. Census Bureau, Small Area Estimates Branch                              Release date: 10.02.2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State FIPS,County FIPS,Postal Code,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
19,071,IA,Fremont County,716,548,884,9.4,7.2,11.6,214,158,270,12.5,9.2,15.8,135,94,176,10.2,7.1,13.2,"39,610","37,179","42,201",,,,,,
19,073,IA,Greene County,910,695,"1,124",9.1,7.0,11.3,293,216,371,13.0,9.5,16.4,177,123,231,10.1,7.0,13.2,"36,187","33,961","38,559",,,,,,
19,075,IA,Grundy County,644,496,792,5.2,4.0,6.4,175,129,221,6.4,4.7,8.0,112,79,145,5.3,3.7,6.8,"44,540","41,787","47,474",,,,,,
19,077,IA,Guthrie County,951,727,"1,174",8.3,6.4,10.3,296,218,375,11.9,8.7,15.0,188,131,245,10.4,7.3,13.6,"39,179","36,781","41,733",,,,,,
19,079,IA,Hamilton County,"1,172",905,"1,439",7.2,5.6,8.9,359,267,452,9.7,7.2,12.2,231,162,300,8.4,5.9,10.9,"40,524","38,051","43,157",,,,,,
19,081,IA,Hancock County,801,613,989,6.8,5.2,8.4,247,182,313,9.2,6.8,11.7,154,107,201,7.4,5.1,9.6,"40,491","38,020","43,123",,,,,,
19,083,IA,Hardin County,"1,519","1,176","1,862",8.6,6.7,10.6,483,360,607,12.8,9.5,16.1,303,214,392,11.0,7.8,14.2,"36,970","34,723","39,363",,,,,,
19,085,IA,Harrison County,"1,336","1,021","1,651",8.5,6.5,10.5,452,333,571,12.3,9.1,15.5,278,194,362,9.9,6.9,12.9,"40,191","37,745","42,796",,,,,,
19,087,IA,Henry County,"1,718","1,317","2,119",9.1,7.0,11.3,503,372,635,11.2,8.3,14.1,311,217,405,9.4,6.6,12.2,"40,007","37,571","42,602",,,,,,
19,089,IA,Howard County,904,693,"1,114",9.2,7.1,11.4,284,209,360,12.2,9.0,15.5,177,123,231,10.0,7.0,13.1,"37,144","34,865","39,572",,,,,,
19,091,IA,Humboldt County,825,631,"1,019",8.3,6.3,10.2,253,184,322,12.0,8.7,15.2,157,108,206,9.8,6.8,12.9,"39,676","37,222","42,291",,,,,,
19,093,IA,Ida County,637,487,787,8.6,6.6,10.6,193,142,245,11.7,8.6,14.8,121,84,158,9.7,6.7,12.7,"37,479","35,133","39,980",,,,,,
19,095,IA,Iowa County,958,732,"1,184",6.0,4.6,7.4,277,203,351,7.3,5.3,9.2,169,117,221,5.8,4.0,7.5,"44,411","41,571","47,445",,,,,,
19,097,IA,Jackson County,"2,001","1,532","2,470",9.9,7.6,12.2,654,481,827,14.2,10.4,17.9,405,282,528,11.5,8.0,15.0,"36,671","34,406","39,086",,,,,,
19,099,IA,Jasper County,"2,679","2,054","3,303",7.3,5.6,9.0,796,588,"1,004",9.3,6.9,11.8,479,335,623,7.7,5.4,10.0,"44,833","42,049","47,801",,,,,,
19,101,IA,Jefferson County,"1,762","1,344","2,181",11.2,8.6,13.9,529,388,671,16.2,11.9,20.5,319,221,417,12.7,8.8,16.6,"33,859","31,708","36,155",,,,,,
19,103,IA,Johnson County,"11,780","9,094","14,466",10.8,8.3,13.2,"2,432","1,820","3,044",11.0,8.2,13.8,"1,417","1,006","1,828",9.3,6.6,12.0,"43,989","41,330","46,819",,,,,,
19,105,IA,Jones County,"1,697","1,299","2,094",8.8,6.8,10.9,493,364,622,11.5,8.5,14.5,302,211,393,9.4,6.6,12.2,"38,408","36,055","40,916",,,,,,
19,107,IA,Keokuk County,"1,122",860,"1,384",10.0,7.6,12.3,380,280,479,14.5,10.7,18.3,240,167,313,12.4,8.7,16.2,"36,291","34,081","38,645",,,,,,
19,109,IA,Kossuth County,"1,468","1,121","1,816",9.0,6.9,11.1,443,322,563,12.2,8.9,15.5,275,189,361,9.8,6.7,12.8,"37,940","35,580","40,457",,,,,,
19,111,IA,Lee County,"3,990","3,055","4,924",11.2,8.6,13.8,"1,367","1,009","1,725",17.0,12.5,21.4,827,578,"1,076",13.8,9.7,18.0,"36,645","34,403","39,033",,,,,,
19,113,IA,Linn County,"15,152","11,778","18,526",7.8,6.0,9.5,"4,923","3,673","6,173",10.4,7.8,13.1,"2,833","2,005","3,661",8.5,6.0,10.9,"47,044","44,331","49,925",,,,,,
19,115,IA,Louisa County,"1,059",818,"1,300",8.8,6.8,10.8,376,280,473,12.1,9.0,15.2,238,168,308,10.6,7.4,13.7,"41,256","38,787","43,882",,,,,,
19,117,IA,Lucas County,"1,125",862,"1,389",11.7,8.9,14.4,386,284,488,17.3,12.8,21.9,250,173,327,14.8,10.3,19.3,"32,687","30,608","34,907",,,,,,
19,119,IA,Lyon County,847,651,"1,042",7.2,5.6,8.9,268,196,339,8.9,6.5,11.3,174,120,228,7.8,5.4,10.1,"39,462","37,020","42,065",,,,,,
19,121,IA,Madison County,"1,014",778,"1,249",6.8,5.2,8.4,304,224,384,8.3,6.1,10.4,189,132,246,7.0,4.9,9.1,"46,508","43,640","49,565",,,,,,
19,123,IA,Mahaska County,"2,268","1,759","2,778",10.4,8.1,12.8,669,498,839,13.1,9.7,16.4,411,291,531,11.0,7.7,14.2,"38,740","36,394","41,238",,,,,,
19,125,IA,Marion County,"2,446","1,876","3,017",7.8,6.0,9.6,736,544,929,9.8,7.2,12.3,457,319,595,8.3,5.8,10.8,"44,594","41,811","47,561",,,,,,
19,127,IA,Marshall County,"4,088","3,168","5,009",10.6,8.2,13.0,"1,374","1,023","1,725",14.8,11.0,18.6,829,586,"1,072",12.7,9.0,16.4,"39,962","37,593","42,480",,,,,,
19,129,IA,Mills County,"1,214",932,"1,495",8.3,6.3,10.2,388,285,490,10.8,8.0,13.7,236,164,308,8.7,6.0,11.3,"44,758","41,923","47,785",,,,,,
19,131,IA,Mitchell County,943,728,"1,159",8.7,6.7,10.7,309,226,392,11.7,8.6,14.8,202,139,265,10.2,7.0,13.4,"37,024","34,766","39,428",,,,,,
19,133,IA,Monona County,993,758,"1,227",10.4,8.0,12.9,309,224,393,15.3,11.1,19.5,188,129,247,12.5,8.6,16.5,"33,628","31,531","35,865",,,,,,
19,135,IA,Monroe County,783,598,969,10.1,7.7,12.4,252,186,318,14.1,10.4,17.8,159,111,207,11.8,8.3,15.4,"35,476","33,286","37,812",,,,,,
19,137,IA,Montgomery County,"1,140",872,"1,407",10.1,7.7,12.5,396,292,500,15.3,11.3,19.3,245,171,319,12.7,8.8,16.5,"34,346","32,198","36,636",,,,,,
19,139,IA,Muscatine County,"4,039","3,142","4,937",9.5,7.4,11.6,"1,418","1,060","1,776",13.4,10.0,16.8,851,604,"1,098",11.3,8.0,14.6,"44,460","41,898","47,178",,,,,,
19,141,IA,O'Brien County,"1,082",829,"1,335",7.7,5.9,9.5,290,213,367,9.3,6.8,11.7,178,124,232,7.6,5.3,9.9,"38,586","36,194","41,137",,,,,,
19,143,IA,Osceola County,458,349,567,6.8,5.2,8.4,142,104,181,9.1,6.6,11.6,93,64,122,7.8,5.4,10.2,"35,806","33,459","38,319",,,,,,
19,145,IA,Page County,"1,734","1,328","2,140",11.4,8.7,14.1,518,372,664,15.1,10.9,19.4,312,215,409,12.8,8.8,16.7,"36,031","33,811","38,397",,,,,,
19,147,IA,Palo Alto County,860,656,"1,064",9.0,6.9,11.2,241,176,307,12.0,8.7,15.2,152,105,199,10.1,7.0,13.3,"33,721","31,613","35,970",,,,,,
19,149,IA,Plymouth County,"1,601","1,233","1,969",6.4,5.0,7.9,487,360,614,7.9,5.8,9.9,300,209,391,6.4,4.4,8.3,"45,487","42,662","48,498",,,,,,
19,151,IA,Pocahontas County,769,589,950,9.6,7.3,11.8,244,179,309,14.0,10.3,17.7,155,107,203,11.4,7.9,14.9,"34,374","32,199","36,695",,,,,,
19,153,IA,Polk County,"33,615","26,318","40,913",8.6,6.8,10.5,"11,379","8,537","14,222",11.6,8.7,14.6,"6,715","4,787","8,643",10.0,7.1,12.8,"49,342","46,694","52,140",,,,,,
19,155,IA,Pottawattamie County,"8,977","6,948","11,006",10.1,7.9,12.4,"3,172","2,361","3,983",14.9,11.1,18.7,"1,838","1,297","2,379",12.0,8.5,15.5,"40,779","38,384","43,323",,,,,,
19,157,IA,Poweshiek County,"1,595","1,222","1,968",9.0,6.9,11.1,429,316,543,11.2,8.3,14.2,271,188,354,9.5,6.6,12.4,"40,009","37,567","42,609",,,,,,
19,159,IA,Ringgold County,649,493,804,12.5,9.5,15.4,224,163,285,19.9,14.5,25.3,143,98,188,17.2,11.8,22.5,"29,806","27,957","31,776",,,,,,
19,161,IA,Sac County,968,740,"1,197",9.1,6.9,11.2,290,212,369,12.7,9.2,16.1,179,124,234,10.2,7.0,13.3,"34,970","32,783","37,303",,,,,,
19,163,IA,Scott County,"16,469","12,800","20,139",10.4,8.0,12.7,"5,832","4,358","7,305",14.8,11.0,18.5,"3,337","2,367","4,307",11.8,8.4,15.2,"45,751","43,116","48,548",,,,,,
19,165,IA,Shelby County,981,747,"1,215",7.7,5.9,9.6,312,229,396,10.5,7.7,13.3,192,133,251,8.4,5.9,11.0,"39,672","37,246","42,257",,,,,,
19,167,IA,Sioux County,"1,910","1,473","2,347",6.4,5.0,7.9,578,425,732,7.3,5.3,9.2,356,247,465,6.3,4.3,8.2,"44,614","41,945","47,452",,,,,,
19,169,IA,Story County,"7,105","5,413","8,797",9.9,7.5,12.2,"1,182",878,"1,486",8.5,6.3,10.7,681,480,882,7.2,5.1,9.4,"42,298","39,680","45,089",,,,,,
19,171,IA,Tama County,"1,563","1,195","1,930",8.8,6.8,10.9,484,353,614,11.2,8.2,14.2,300,207,393,9.5,6.5,12.4,"39,052","36,614","41,653",,,,,,
19,173,IA,Taylor County,709,542,875,10.7,8.2,13.2,203,149,256,13.9,10.3,17.6,129,90,168,12.0,8.3,15.6,"32,404","30,419","34,519",,,,,,
19,175,IA,Union County,"1,312","1,005","1,618",11.0,8.5,13.6,411,304,519,16.5,12.2,20.8,255,178,332,13.8,9.7,18.0,"32,838","30,820","34,988",,,,,,
19,177,IA,Van Buren County,871,665,"1,078",11.3,8.6,14.0,285,208,361,16.9,12.4,21.4,178,123,233,13.8,9.6,18.1,"32,172","30,186","34,288",,,,,,
19,179,IA,Wapello County,"4,303","3,332","5,273",12.2,9.5,15.0,"1,409","1,049","1,769",17.8,13.2,22.3,852,602,"1,102",14.9,10.5,19.3,"34,515","32,464","36,695",,,,,,
19,181,IA,Warren County,"2,466","1,907","3,024",6.0,4.6,7.3,735,545,925,7.3,5.4,9.2,403,284,522,5.3,3.7,6.9,"53,548","50,372","56,926",,,,,,
19,183,IA,Washington County,"1,614","1,249","1,978",7.6,5.9,9.4,573,426,719,11.0,8.2,13.9,335,236,434,9.0,6.4,11.7,"41,765","39,276","44,413",,,,,,
19,185,IA,Wayne County,823,628,"1,017",12.5,9.6,15.5,267,196,339,18.7,13.7,23.7,169,118,220,16.0,11.1,20.9,"30,294","28,400","32,314",,,,,,
19,187,IA,Webster County,"3,984","3,091","4,878",10.8,8.4,13.2,"1,266",945,"1,587",14.5,10.8,18.2,780,553,"1,007",12.2,8.7,15.8,"37,140","34,949","39,467",,,,,,
19,189,IA,Winnebago County,921,706,"1,137",8.3,6.4,10.2,280,206,354,11.5,8.5,14.5,180,125,235,9.7,6.7,12.7,"40,362","37,900","42,983",,,,,,
19,191,IA,Winneshiek County,"1,496","1,135","1,856",7.8,5.9,9.7,329,242,417,8.0,5.9,10.1,206,143,269,6.5,4.5,8.5,"40,344","37,898","42,947",,,,,,
19,193,IA,Woodbury County,"11,387","8,857","13,916",11.2,8.7,13.7,"4,270","3,191","5,349",15.8,11.8,19.7,"2,553","1,811","3,295",13.3,9.4,17.2,"38,133","35,922","40,480",,,,,,
19,195,IA,Worth County,555,429,681,7.2,5.6,8.9,158,117,199,9.7,7.2,12.2,103,72,134,8.3,5.8,10.8,"37,120","34,823","39,569",,,,,,
19,197,IA,Wright County,"1,122",858,"1,386",8.3,6.3,10.2,363,267,459,11.9,8.8,15.1,227,158,296,9.9,6.9,12.9,"38,716","36,352","41,233",,,,,,
20,000,KS,Kansas,"278,163","260,826","295,499",10.4,9.8,11.1,"93,896","85,083","102,709",13.8,12.5,15.1,"55,419","48,813","62,025",11.3,10.0,12.7,"43,113","41,682","44,544","33,991","28,393","39,589",18.3,15.3,21.4
20,001,KS,Allen County,"1,920","1,475","2,364",14.0,10.7,17.2,614,452,775,19.8,14.6,25.0,366,256,476,16.2,11.3,21.0,"32,416","30,427","34,535",,,,,,
20,003,KS,Anderson County,986,756,"1,215",12.1,9.3,15.0,347,257,438,17.5,12.9,22.1,215,151,279,14.7,10.3,19.0,"35,002","32,842","37,304",,,,,,
20,005,KS,Atchison County,"1,897","1,473","2,320",11.8,9.2,14.5,607,454,760,15.4,11.5,19.2,359,255,463,12.4,8.8,16.0,"36,022","33,880","38,299",,,,,,
20,007,KS,Barber County,563,430,696,11.4,8.7,14.0,173,127,220,16.4,12.0,20.8,106,73,139,12.5,8.7,16.4,"35,331","33,141","37,666",,,,,,
20,009,KS,Barton County,"3,320","2,553","4,086",12.4,9.5,15.3,"1,073",793,"1,353",16.5,12.2,20.9,657,460,854,13.7,9.6,17.9,"34,423","32,317","36,666",,,,,,
20,011,KS,Bourbon County,"2,128","1,633","2,623",14.3,11.0,17.7,771,570,971,21.4,15.9,27.0,467,328,606,18.0,12.6,23.3,"32,400","30,415","34,515",,,,,,
20,013,KS,Brown County,"1,310","1,005","1,616",12.8,9.9,15.8,448,330,566,18.3,13.5,23.1,275,192,358,15.5,10.8,20.2,"33,565","31,468","35,802",,,,,,
20,015,KS,Butler County,"5,038","3,906","6,170",8.4,6.5,10.3,"1,764","1,316","2,211",11.2,8.4,14.1,"1,069",758,"1,380",8.9,6.3,11.5,"48,208","45,323","51,278",,,,,,
20,017,KS,Chase County,308,235,381,10.4,7.9,12.9,110,80,140,14.8,10.8,18.8,70,49,91,14.6,10.1,19.1,"32,716","30,638","34,936",,,,,,
20,019,KS,Chautauqua County,560,428,693,13.8,10.6,17.1,186,136,237,21.4,15.6,27.2,115,79,151,16.8,11.6,21.9,"30,507","28,592","32,551",,,,,,
20,021,KS,Cherokee County,"3,156","2,428","3,885",14.6,11.2,17.9,"1,143",847,"1,440",21.5,15.9,27.1,699,491,907,18.1,12.7,23.5,"32,185","30,226","34,272",,,,,,
20,023,KS,Cheyenne County,287,217,357,9.8,7.4,12.1,82,60,105,13.5,9.8,17.2,51,35,67,10.4,7.1,13.7,"28,175","26,200","30,300",,,,,,
20,025,KS,Clark County,243,186,301,10.5,8.1,13.0,79,57,101,14.4,10.5,18.4,51,35,67,12.6,8.6,16.6,"34,592","32,417","36,914",,,,,,
20,027,KS,Clay County,874,670,"1,078",10.3,7.9,12.8,282,208,355,14.7,10.8,18.5,178,124,232,12.3,8.5,16.0,"35,111","32,890","37,481",,,,,,
20,029,KS,Cloud County,"1,052",808,"1,297",11.4,8.7,14.0,299,221,377,15.1,11.2,19.1,176,123,229,12.2,8.5,15.9,"32,371","30,374","34,500",,,,,,
20,031,KS,Coffey County,786,608,965,9.1,7.0,11.1,245,178,312,11.9,8.6,15.1,148,103,193,9.5,6.6,12.4,"41,485","38,998","44,130",,,,,,
20,033,KS,Comanche County,171,131,212,9.3,7.1,11.5,48,35,62,12.0,8.7,15.2,29,20,38,9.3,6.3,12.2,"31,743","29,730","33,893",,,,,,
20,035,KS,Cowley County,"4,616","3,552","5,680",13.4,10.3,16.5,"1,636","1,213","2,060",18.9,14.0,23.8,961,676,"1,246",15.3,10.8,19.9,"36,025","33,837","38,353",,,,,,
20,037,KS,Crawford County,"5,550","4,315","6,785",15.2,11.8,18.6,"1,668","1,247","2,089",20.4,15.2,25.5,"1,017",722,"1,312",18.0,12.8,23.2,"30,858","29,027","32,805",,,,,,
20,039,KS,Decatur County,343,259,427,10.8,8.2,13.5,95,69,121,14.5,10.5,18.5,64,43,85,12.4,8.4,16.3,"29,399","27,429","31,509",,,,,,
20,041,KS,Dickinson County,"1,731","1,329","2,132",9.2,7.0,11.3,567,419,715,12.9,9.6,16.3,351,246,456,10.5,7.4,13.6,"37,192","34,883","39,654",,,,,,
20,043,KS,Doniphan County,891,684,"1,099",11.6,8.9,14.3,265,195,335,14.5,10.7,18.3,164,115,213,11.8,8.2,15.4,"33,841","31,740","36,080",,,,,,
20,045,KS,Douglas County,"11,782","9,103","14,461",12.4,9.6,15.3,"2,344","1,762","2,926",12.0,9.0,15.0,"1,346",962,"1,730",9.8,7.0,12.6,"39,000","36,699","41,445",,,,,,
20,047,KS,Edwards County,360,276,444,11.0,8.4,13.6,124,92,157,16.1,11.9,20.3,78,55,101,13.8,9.7,18.0,"31,170","29,120","33,364",,,,,,
20,049,KS,Elk County,456,350,563,15.0,11.5,18.5,151,111,190,23.3,17.1,29.4,103,72,134,21.0,14.7,27.3,"27,704","26,010","29,509",,,,,,
20,051,KS,Ellis County,"2,760","2,139","3,380",10.6,8.2,13.0,638,477,800,11.6,8.7,14.6,388,275,501,10.2,7.2,13.2,"35,440","33,318","37,697",,,,,,
20,053,KS,Ellsworth County,517,393,640,9.3,7.1,11.5,128,94,162,11.5,8.5,14.6,79,55,103,9.2,6.4,12.0,"36,018","33,828","38,349",,,,,,
20,055,KS,Finney County,"5,068","3,895","6,242",13.0,10.0,16.1,"2,214","1,634","2,794",17.1,12.6,21.5,"1,324",929,"1,719",14.7,10.3,19.0,"37,262","34,888","39,799",,,,,,
20,057,KS,Ford County,"3,829","2,947","4,711",11.7,9.0,14.4,"1,528","1,127","1,928",15.2,11.2,19.2,946,661,"1,231",13.7,9.6,17.8,"36,464","34,188","38,893",,,,,,
20,059,KS,Franklin County,"2,513","1,925","3,100",9.9,7.6,12.2,920,677,"1,164",14.0,10.3,17.6,540,376,704,11.3,7.9,14.8,"41,194","38,700","43,849",,,,,,
20,061,KS,Geary County,"3,156","2,330","3,982",12.8,9.5,16.2,"1,313",966,"1,659",16.8,12.3,21.2,721,504,938,14.4,10.1,18.8,"32,910","30,906","35,044",,,,,,
20,063,KS,Gove County,281,210,352,10.0,7.5,12.6,87,62,112,13.4,9.5,17.2,55,37,73,10.8,7.2,14.4,"32,376","29,933","35,018",,,,,,
20,065,KS,Graham County,300,226,373,11.0,8.3,13.7,77,55,100,15.4,10.8,19.9,46,30,62,11.4,7.5,15.3,"33,103","30,903","35,460",,,,,,
20,067,KS,Grant County,758,580,936,9.9,7.6,12.2,324,239,410,13.7,10.1,17.3,206,143,269,12.4,8.6,16.2,"42,648","39,920","45,562",,,,,,
20,069,KS,Gray County,519,396,642,8.8,6.7,10.9,206,151,261,11.8,8.6,14.9,122,85,159,9.5,6.6,12.4,"39,741","36,931","42,764",,,,,,
20,071,KS,Greeley County,125,94,156,9.0,6.7,11.2,44,31,57,12.2,8.6,15.7,29,19,39,10.6,7.0,14.2,"34,813","32,241","37,590",,,,,,
20,073,KS,Greenwood County,958,740,"1,176",12.9,10.0,15.9,313,232,393,19.8,14.7,24.9,188,132,244,16.0,11.3,20.7,"30,340","28,484","32,316",,,,,,
20,075,KS,Hamilton County,306,233,379,11.7,8.9,14.4,107,78,137,15.5,11.2,19.8,70,48,92,14.6,10.0,19.2,"34,028","31,791","36,422",,,,,,
20,077,KS,Harper County,740,568,913,12.2,9.3,15.0,239,176,302,17.9,13.2,22.6,149,104,194,15.0,10.5,19.5,"31,845","29,879","33,941",,,,,,
20,079,KS,Harvey County,"2,865","2,213","3,517",8.8,6.8,10.8,965,717,"1,212",12.1,9.0,15.2,583,412,754,10.1,7.1,13.1,"42,799","40,223","45,541",,,,,,
20,081,KS,Haskell County,443,337,549,10.4,7.9,12.9,193,140,246,14.9,10.8,19.0,121,83,159,12.8,8.8,16.9,"38,333","35,413","41,495",,,,,,
20,083,KS,Hodgeman County,186,141,231,9.0,6.8,11.1,55,40,71,10.9,7.9,13.9,36,25,47,8.8,6.0,11.5,"34,358","31,959","36,936",,,,,,
20,085,KS,Jackson County,"1,213",931,"1,494",9.3,7.2,11.5,410,303,518,12.4,9.1,15.6,255,178,332,10.3,7.2,13.4,"42,210","39,614","44,976",,,,,,
20,087,KS,Jefferson County,"1,451","1,125","1,778",7.7,6.0,9.5,444,331,558,9.8,7.3,12.4,264,186,342,7.6,5.4,9.8,"46,632","43,824","49,619",,,,,,
20,089,KS,Jewell County,395,301,489,11.6,8.8,14.4,110,79,140,17.4,12.6,22.2,68,46,90,13.0,8.9,17.1,"31,069","29,070","33,205",,,,,,
20,091,KS,Johnson County,"23,932","18,788","29,076",4.8,3.8,5.9,"6,793","5,102","8,485",5.3,4.0,6.7,"3,817","2,729","4,905",4.2,3.0,5.3,"66,783","63,268","70,494",,,,,,
20,093,KS,Kearny County,436,333,538,9.7,7.4,12.0,172,124,220,12.0,8.7,15.4,111,76,146,10.5,7.1,13.8,"38,460","35,970","41,121",,,,,,
20,095,KS,Kingman County,843,646,"1,040",10.3,7.9,12.7,280,204,355,13.9,10.1,17.7,179,123,235,11.5,7.9,15.1,"39,308","36,859","41,920",,,,,,
20,097,KS,Kiowa County,330,253,408,11.0,8.4,13.6,107,79,136,15.8,11.6,20.1,67,47,87,13.7,9.5,17.9,"34,818","32,641","37,139",,,,,,
20,099,KS,Labette County,"2,990","2,298","3,682",13.8,10.6,17.0,"1,053",779,"1,327",19.8,14.6,24.9,621,435,807,16.0,11.2,20.8,"31,651","29,689","33,744",,,,,,
20,101,KS,Lane County,165,126,204,8.5,6.5,10.6,48,35,61,11.1,8.0,14.1,31,21,41,9.7,6.7,12.7,"35,938","33,577","38,464",,,,,,
20,103,KS,Leavenworth County,"5,496","4,245","6,746",8.3,6.4,10.2,"1,716","1,278","2,154",9.6,7.1,12.0,"1,105",774,"1,436",8.3,5.8,10.8,"50,755","47,712","53,992",,,,,,
20,105,KS,Lincoln County,356,272,440,10.6,8.1,13.1,111,81,140,15.3,11.2,19.4,67,46,88,12.8,8.8,16.7,"31,108","29,108","33,247",,,,,,
20,107,KS,Linn County,"1,161",891,"1,431",12.0,9.2,14.7,391,289,492,17.7,13.1,22.4,241,169,313,14.5,10.2,18.9,"35,889","33,695","38,227",,,,,,
20,109,KS,Logan County,254,191,318,9.1,6.8,11.4,87,62,113,13.3,9.4,17.2,53,35,71,10.9,7.2,14.6,"33,570","31,189","36,133",,,,,,
20,111,KS,Lyon County,"4,454","3,446","5,462",13.0,10.0,15.9,"1,328",988,"1,668",15.6,11.6,19.6,774,548,"1,000",13.0,9.2,16.8,"33,946","31,877","36,149",,,,,,
20,113,KS,McPherson County,"2,225","1,724","2,726",8.0,6.2,9.7,593,440,745,8.9,6.6,11.2,345,240,450,7.0,4.8,9.1,"43,628","41,003","46,422",,,,,,
20,115,KS,Marion County,"1,166",890,"1,441",9.4,7.2,11.6,337,248,425,11.9,8.8,15.1,210,147,273,9.6,6.7,12.5,"35,185","33,037","37,472",,,,,,
20,117,KS,Marshall County,"1,011",772,"1,250",9.9,7.6,12.2,296,216,376,13.2,9.6,16.8,185,128,242,10.8,7.4,14.1,"34,749","32,551","37,095",,,,,,
20,119,KS,Meade County,451,344,558,10.0,7.6,12.4,175,128,222,13.7,10.0,17.4,107,74,140,11.2,7.8,14.6,"35,875","33,451","38,475",,,,,,
20,121,KS,Miami County,"2,318","1,796","2,840",7.9,6.1,9.7,771,574,968,10.3,7.7,13.0,464,329,599,8.3,5.9,10.8,"48,984","46,088","52,062",,,,,,
20,123,KS,Mitchell County,624,481,767,10.0,7.7,12.3,189,139,239,13.7,10.1,17.3,125,87,163,11.9,8.3,15.5,"34,770","32,612","37,071",,,,,,
20,125,KS,Montgomery County,"4,728","3,638","5,818",13.8,10.6,17.0,"1,664","1,234","2,094",20.4,15.1,25.6,990,696,"1,284",16.9,11.9,21.9,"32,391","30,420","34,490",,,,,,
20,127,KS,Morris County,564,432,696,9.5,7.3,11.7,165,122,208,12.7,9.4,16.0,105,73,137,10.2,7.1,13.2,"35,757","33,521","38,141",,,,,,
20,129,KS,Morton County,315,238,392,9.7,7.4,12.1,132,96,168,14.0,10.2,17.8,81,56,106,12.2,8.4,16.0,"38,861","36,152","41,773",,,,,,
20,131,KS,Nemaha County,913,697,"1,130",9.1,6.9,11.2,291,213,369,10.7,7.8,13.5,188,130,246,9.1,6.3,12.0,"35,794","33,493","38,253",,,,,,
20,133,KS,Neosho County,"2,102","1,633","2,571",13.0,10.1,15.9,672,500,845,17.7,13.2,22.3,406,287,525,14.5,10.2,18.7,"33,643","31,642","35,771",,,,,,
20,135,KS,Ness County,275,210,341,9.1,7.0,11.3,71,52,91,12.1,8.8,15.4,45,31,59,10.1,6.9,13.2,"36,260","33,960","38,716",,,,,,
20,137,KS,Norton County,537,409,664,10.6,8.1,13.1,146,107,185,12.7,9.3,16.1,94,65,123,10.9,7.6,14.2,"31,223","29,249","33,330",,,,,,
20,139,KS,Osage County,"1,610","1,237","1,982",9.5,7.3,11.7,516,381,651,12.6,9.3,16.0,317,222,412,10.1,7.1,13.1,"39,370","36,974","41,921",,,,,,
20,141,KS,Osborne County,464,356,572,11.6,8.9,14.3,141,103,178,16.5,12.1,20.8,87,61,113,13.0,9.0,16.9,"29,675","27,773","31,707",,,,,,
20,143,KS,Ottawa County,480,367,594,8.0,6.1,9.9,119,87,151,8.6,6.3,10.9,75,52,98,7.3,5.0,9.5,"40,582","37,999","43,340",,,,,,
20,145,KS,Pawnee County,700,536,864,11.3,8.7,14.0,204,150,258,14.5,10.6,18.3,118,82,154,11.3,7.8,14.8,"33,595","31,450","35,886",,,,,,
20,147,KS,Phillips County,584,446,723,10.7,8.1,13.2,183,134,231,14.4,10.6,18.2,117,82,152,12.4,8.6,16.1,"35,240","33,012","37,618",,,,,,
20,149,KS,Pottawatomie County,"1,693","1,305","2,081",9.0,7.0,11.1,615,452,779,12.2,9.0,15.4,380,264,496,10.2,7.1,13.3,"44,751","41,988","47,696",,,,,,
20,151,KS,Pratt County,960,737,"1,183",10.5,8.1,12.9,308,228,389,14.8,10.9,18.7,186,130,242,12.3,8.6,16.0,"36,842","34,554","39,281",,,,,,
20,153,KS,Rawlins County,301,230,373,11.0,8.4,13.6,87,63,110,15.9,11.5,20.3,55,38,72,12.6,8.6,16.5,"31,254","29,237","33,410",,,,,,
20,155,KS,Reno County,"7,613","5,862","9,365",12.5,9.7,15.4,"2,510","1,863","3,158",17.3,12.9,21.8,"1,482","1,043","1,921",14.3,10.0,18.5,"35,978","33,768","38,332",,,,,,
20,157,KS,Republic County,549,420,678,10.7,8.2,13.3,159,117,201,15.8,11.6,20.0,102,71,133,13.2,9.1,17.2,"30,263","28,323","32,336",,,,,,
20,159,KS,Rice County,"1,130",868,"1,393",11.7,9.0,14.4,376,278,474,16.0,11.8,20.2,223,156,290,13.0,9.1,16.8,"34,194","31,998","36,541",,,,,,
20,161,KS,Riley County,"7,747","5,802","9,692",14.3,10.7,17.9,"1,496","1,089","1,904",12.4,9.1,15.8,925,637,"1,213",12.2,8.4,16.0,"33,399","31,188","35,767",,,,,,
